Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     12.52     0.00   100000     0.00     0.00  std::_Head_base<0ul, int const&, false>::_M_head(std::_Head_base<0ul, int const&, false>&)
  0.00     12.52     0.00   100000     0.00     0.00  std::_Head_base<0ul, int const&, false>::_Head_base(int const&)
  0.00     12.52     0.00   100000     0.00     0.00  std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&)
  0.00     12.52     0.00   100000     0.00     0.00  std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::~map()
  0.00     12.52     0.00   100000     0.00     0.00  std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl()
  0.00     12.52     0.00   100000     0.00     0.00  std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, double> >*)
  0.00     12.52     0.00   100000     0.00     0.00  std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::~_Rb_tree()
  0.00     12.52     0.00   100000     0.00     0.00  int const& std::forward<int const&>(std::remove_reference<int const&>::type&)
  0.00     12.52     0.00    99998     0.00     0.00  std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_rightmost()
  0.00     12.52     0.00    99998     0.00     0.00  std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_S_key(std::_Rb_tree_node_base const*)
  0.00     12.52     0.00    99996     0.00     0.00  __gnu_cxx::new_allocator<double>::~new_allocator()
  0.00     12.52     0.00    99996     0.00     0.00  std::allocator<double>::~allocator()
  0.00     12.52     0.00    99994     0.00     0.00  __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&)
  0.00     12.52     0.00    99994     0.00     0.00  std::allocator<double>::allocator(std::allocator<double> const&)
  0.00     12.52     0.00    99994     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00     12.52     0.00    99992     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&)
  0.00     12.52     0.00    99992     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Node**>(Node**, Node**)
  0.00     12.52     0.00    99992     0.00     0.00  void std::_Destroy_aux<true>::__destroy<double*>(double*, double*)
  0.00     12.52     0.00    99992     0.00     0.00  void std::_Destroy<Node**>(Node**, Node**)
  0.00     12.52     0.00    99992     0.00     0.00  void std::_Destroy<Node**, Node*>(Node**, Node**, std::allocator<Node*>&)
  0.00     12.52     0.00    99992     0.00     0.00  void std::_Destroy<double*>(double*, double*)
  0.00     12.52     0.00    99992     0.00     0.00  void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&)
  0.00     12.52     0.00    99991     0.00     0.00  __gnu_cxx::new_allocator<Node*>::deallocate(Node**, unsigned long)
  0.00     12.52     0.00    99991     0.00     0.00  __gnu_cxx::new_allocator<Node*>::allocate(unsigned long, void const*)
  0.00     12.52     0.00    99991     0.00     0.00  __gnu_cxx::new_allocator<Node*>::new_allocator()
  0.00     12.52     0.00    99991     0.00     0.00  std::allocator<Node*>::allocator()
  0.00     12.52     0.00    99991     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_M_allocate(unsigned long)
  0.00     12.52     0.00    99991     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::_Vector_impl(std::allocator<Node*> const&)
  0.00     12.52     0.00    99991     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::~_Vector_impl()
  0.00     12.52     0.00    99991     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_M_deallocate(Node**, unsigned long)
  0.00     12.52     0.00    99991     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl_data::_Vector_impl_data()
  0.00     12.52     0.00    99991     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::~_Vector_base()
  0.00     12.52     0.00    99991     0.00     0.00  std::allocator_traits<std::allocator<Node*> >::deallocate(std::allocator<Node*>&, Node**, unsigned long)
  0.00     12.52     0.00    99991     0.00     0.00  std::allocator_traits<std::allocator<Node*> >::allocate(std::allocator<Node*>&, unsigned long)
  0.00     12.52     0.00    99991     0.00     0.00  std::allocator_traits<std::allocator<Node*> >::max_size(std::allocator<Node*> const&)
  0.00     12.52     0.00    99991     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::_S_max_size(std::allocator<Node*> const&)
  0.00     12.52     0.00    99991     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::_S_check_init_len(unsigned long, std::allocator<Node*> const&)
  0.00     12.52     0.00    99991     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::~vector()
  0.00     12.52     0.00    99991     0.00     0.00  Node** std::__niter_base<Node**>(Node**)
  0.00     12.52     0.00    99991     0.00     0.00  Node** std::__niter_wrap<Node**>(Node** const&, Node**)
  0.00     12.52     0.00    99990     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&)
  0.00     12.52     0.00    99990     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const
  0.00     12.52     0.00    99990     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00     12.52     0.00    99990     0.00     0.00  __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > > std::__miter_base<__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > > >(__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >)
  0.00     12.52     0.00    99990     0.00     0.00  double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00     12.52     0.00    99990     0.00     0.00  Node** std::__niter_base<Node**, std::vector<Node*, std::allocator<Node*> > >(__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >)
  0.00     12.52     0.00    99990     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > > >(__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > > const&)
  0.00     12.52     0.00    50001     0.00     0.00  bool __gnu_cxx::operator!=<Node* const*, std::vector<Node*, std::allocator<Node*> > >(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > > const&, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > > const&)
  0.00     12.52     0.00    50001     0.00     0.00  std::_Rb_tree_key_compare<std::less<int> >::_Rb_tree_key_compare()
  0.00     12.52     0.00    50000     0.00     0.00  Node::fitness(double)
  0.00     12.52     0.00    50000     0.00     0.00  Node::Node(int)
  0.00     12.52     0.00    50000     0.00     0.00  Node::~Node()
  0.00     12.52     0.00    50000     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > >::new_allocator()
  0.00     12.52     0.00    50000     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > > const&)
  0.00     12.52     0.00    50000     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >::deallocate(std::_Rb_tree_node<std::pair<int const, unsigned int> >*, unsigned long)
  0.00     12.52     0.00    50000     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >::destroy<std::pair<int const, unsigned int> >(std::pair<int const, unsigned int>*)
  0.00     12.52     0.00    50000     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >::allocate(unsigned long, void const*)
  0.00     12.52     0.00    50000     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >::construct<std::pair<int const, unsigned int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, unsigned int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&)
  0.00     12.52     0.00    50000     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >, std::_Rb_tree_node<std::pair<int const, double> > >::_S_select_on_copy(std::allocator<std::_Rb_tree_node<std::pair<int const, double> > > const&)
  0.00     12.52     0.00    50000     0.00     0.00  __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >::operator++()
  0.00     12.52     0.00    50000     0.00     0.00  Node::connections() const
  0.00     12.52     0.00    50000     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >::max_size() const
  0.00     12.52     0.00    50000     0.00     0.00  __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >::operator*() const
  0.00     12.52     0.00    50000     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<int const, unsigned int> >::_M_const_cast() const
  0.00     12.52     0.00    50000     0.00     0.00  std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_root() const
  0.00     12.52     0.00    50000     0.00     0.00  std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_begin() const
  0.00     12.52     0.00    50000     0.00     0.00  std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::size() const
  0.00     12.52     0.00    50000     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >::allocator()
  0.00     12.52     0.00    50000     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >::allocator(std::allocator<std::_Rb_tree_node<std::pair<int const, double> > > const&)
  0.00     12.52     0.00    50000     0.00     0.00  std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&)
  0.00     12.52     0.00    50000     0.00     0.00  std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&)
  0.00     12.52     0.00    50000     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, double> > > >::select_on_container_copy_construction(std::allocator<std::_Rb_tree_node<std::pair<int const, double> > > const&)
  0.00     12.52     0.00    50000     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >&, std::_Rb_tree_node<std::pair<int const, unsigned int> >*, unsigned long)
  0.00     12.52     0.00    50000     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > > >::destroy<std::pair<int const, unsigned int> >(std::allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >&, std::pair<int const, unsigned int>*)
  0.00     12.52     0.00    50000     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >&, unsigned long)
  0.00     12.52     0.00    50000     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > > >::construct<std::pair<int const, unsigned int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >&, std::pair<int const, unsigned int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&)
  0.00     12.52     0.00    50000     0.00     0.00  std::_Rb_tree_node_base::_S_maximum(std::_Rb_tree_node_base*)
  0.00     12.52     0.00    50000     0.00     0.00  std::_Rb_tree_node_base::_S_minimum(std::_Rb_tree_node_base*)
  0.00     12.52     0.00    50000     0.00     0.00  std::_Rb_tree_key_compare<std::less<int> >::_Rb_tree_key_compare(std::less<int> const&)
  0.00     12.52     0.00    50000     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<int const, unsigned int> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int const, unsigned int> > const&)
  0.00     12.52     0.00    50000     0.00     0.00  std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::end()
  0.00     12.52     0.00    50000     0.00     0.00  std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::begin()
  0.00     12.52     0.00    50000     0.00     0.00  std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::map(std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > > const&)
  0.00     12.52     0.00    50000     0.00     0.00  std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::map()
  0.00     12.52     0.00    50000     0.00     0.00  std::map<int, unsigned int, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::operator[](int const&)
  0.00     12.52     0.00    50000     0.00     0.00  std::pair<int const, unsigned int>::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>)
  0.00     12.52     0.00    50000     0.00     0.00  std::pair<int const, unsigned int>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>)
  0.00     12.52     0.00    50000     0.00     0.00  std::tuple<int const&>::tuple(std::tuple<int const&>&&)
